DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P51;P771;P772;P773;P55;P774;P774S1;P774S2;P774S3;P775;P776;P776S1;P776S2;P776S3;P58;P58S1;P58S2;P777;P778;P779;P779S1;P779S1A1;P779S2;P779S2A1;P779S3;P779S3A1;P779S11;P779S11A1;P779S12;P779S12A1;P779S5;P779S5A1;P779S6;P779S6A1;P779S7;P779S7A1;P779S8;P779S8A1;P779S13;P779S13A1;P779S9;P779S9A2;P779S14;P780;P780S2;P780S2A1;P780S3;P780S3A1;P780S4;P780S4A1;FEX_C
7122185;4;1;4;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1;1; ; ; ; ;2; ;2; ;2; ;715,295205579901
7122195;4;1;4;5;2;5; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ;1;1;1;1; ; ; ; ; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;393,920729417874
7122200;4;1;4;1; ; ;5;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ; ; ;1;1; ; ;1;1; ; ;1;1;1;2;1;1; ; ;1;1; ; ; ; ;2; ;2; ;2; ;731,152141558619
7122204;6;1;6;2;2;5; ;1;1; ; ; ;1;1; ; ; ;1;3; ; ; ; ;1;2;1;2; ; ;1;1; ; ;1;2;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1107,94906110881
7122204;7;1;7;3;2;5; ;1;1; ; ; ;1;1; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1107,94906110881
7122204;9;1;9;2;1;6; ;1;1; ; ; ;1;1; ; ; ;1;8; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1107,94906110881
7122205;3;1;3;1; ; ;2;1;2;1000;5000; ;1;2;1000;2000; ;1;2; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ;1;1;1;1; ; ;1;1; ; ; ; ;1;2;2; ;2; ;899,740113790096
7122223;2;2;2;2;2;5; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;80,2104433963203
7122236;3;1;3;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2;1;2;1;1; ; ; ; ;1;3;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;126,921143659285
7122257;3;1;3;5;1;5; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ;1;2;1;1; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;132,085550071054
7122257;5;1;5;5;1;5; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ;1;2;1;2;1;1; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;132,085550071054
7122263;4;1;4;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;2;1;2; ; ;1;1; ; ;1;2;1;2;1;1; ; ;1;1; ; ; ; ;2; ;2; ;2; ;150,26779177402
7122273;4;1;4;1; ; ;1;1;3; ; ;5000;1;3; ; ;5000;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;57,8137739307002
7122273;6;1;6;1; ; ;1;1;3; ; ;5000;1;3; ; ;5000;1;5; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;57,8137739307002
7122275;4;1;4;1; ; ;1;1;2;400;7000; ;1;3; ; ;3000;1;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;57,6851089048582
7122276;4;1;4;1; ; ;1;1;3; ; ;10000;1;3; ; ;8000;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;75,2599898981519
7122279;4;1;4;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;2;1;1;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;91,2010741935004
7122281;4;1;4;2;9;5; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;100,184612659151
7122283;5;1;5;1; ; ;1;1;3; ; ;5000;1;3; ; ;2000;1;3; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;108,916246174735
7122284;3;1;3;2;1;7; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ;75,677823513135
7122290;4;1;4;1; ; ;1;1;1; ; ; ;1;1; ; ; ;1;3; ; ; ; ;1;2;1;2; ; ;1;2; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;46,5960981930012
7122290;5;1;5;1; ; ;1;1;1; ; ; ;1;1; ; ; ;1;3; ; ; ; ;1;2; ; ; ; ;1;2; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;46,5960981930012
7122306;4;1;4;1; ; ;1;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ;1;2; ; ; ; ;1;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;112,974329685616
7122318;4;1;4;2;1;6; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ;1;1;1;2;1;2;1;1; ; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;2; ;1;2;1;2;100,934501949149
7122325;4;1;4;2;2;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;2;1;3; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;100,161655100646
7122329;4;1;4;2;1;5; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;98,1111645284235
7122342;3;1;3;1; ; ;5;1;3; ; ;3500;1;3; ; ;3500;2; ;2;63;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;1;2;1;2;90,8206454490113
7122343;4;1;4;5;1;6; ;1;4; ; ; ;1;4; ; ; ;2; ;2;46;1; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;118,292848959015
7122349;3;1;3;2;2;7; ;2; ; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ;2; ;2; ;1;2;16,4753371316176
7122360;6;1;6;2;1;5; ;1;4; ; ; ;1;3; ; ;5000;1;3; ; ; ; ;1;2;1;2;1;2;1;1; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;1;2;46,8030229430814
7122365;4;1;4;2;2;2; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ;1;2;1;2; ; ; ; ;1;1;1;3; ; ; ; ; ; ; ; ; ; ;2; ;1;2;1;2;72,1547718941791
7122366;3;1;3;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;117,30084050661
7122392;4;1;4;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;3; ; ; ; ; ; ;1;1; ; ;1;1; ; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;171,217382928737
7122416;3;1;3;1; ; ;4;1;3; ; ;5000;1;3; ; ;5000;1;2; ; ; ; ;1;2;1;2;1;2;1;2; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;992,394585228375
7122416;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;2;1;2; ; ;1;2; ; ;1;2;1;2;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;992,394585228375
7122421;7;1;7;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;718,858975399681
7122422;8;1;8;1; ; ;4;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;901,290317810484
7122427;4;1;4;5;2;3; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;979,328982998378
7122428;3;1;3;1; ; ;4;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1031,44028800414
7122430;3;1;3;1; ; ;2;1;3; ; ;7000;1;3; ; ;5000;1;4; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1;2;1;2; ; ; ; ; ; ; ; ;2; ;1;2;2; ;594,790648581622
7122432;4;1;4;2;2;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ;1;2; ; ; ; ;1;1; ; ; ; ;2; ;2; ;2; ;790,771545682957
7122432;5;1;5;2;2;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ;790,771545682957
7122447;3;1;3;2;2;7; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ;1;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;827,24030273043
7122448;3;1;3;1; ; ;1;1;3; ; ;5000;1;3; ; ;5000;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;958,932393193808
7122448;4;1;4;2;2;6; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;958,932393193808
7122449;4;1;4;1; ; ;2;1;3; ; ;8000;1;3; ; ;4000;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;652,705768020467
7122450;3;1;3;5;2;7; ;1;3; ; ;10000;1;4; ; ; ;1;1; ; ; ; ;1;1;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;718,758397391212
7122467;6;1;6;2;1;4; ;1;4; ; ; ;1;4; ; ; ;1;4; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;46,539644230545
7122473;2;1;2;1; ; ;5;1;1; ; ; ;1;1; ; ; ;2; ;2;55;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;33,9181377261505
7122475;4;1;4;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ;1;1; ; ;1;1; ; ;1;2;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;40,474154476496
7122476;5;1;5;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ;1;1; ; ;1;1; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;57,1340220782841
7122476;6;1;6;2;2;3; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;57,1340220782841
7122478;3;1;3;1; ; ;2;1;3; ; ;5000;1;3; ; ;5000;1;2; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ;1;2;1;2;1;2; ; ; ; ; ; ;2; ;2; ;2; ;61,1315406914373
7122482;3;1;3;1; ; ;2;1;2;7000;8000; ;1;2;4000;5000; ;1;6; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;23,1578622646312
7122482;4;1;4;4;2;3; ;1;4; ; ; ;1;4; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;23,1578622646312
7122486;3;1;3;5;2;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;30,2121653613851
7122493;2;1;2;2;2;8; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ;1;1;1;1; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;28,184311989654
7122494;4;1;4;2;1;6; ;1;1; ; ; ;1;2;1000;5000; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;13,875814028067
7122498;3;1;3;2;2;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ;1;4;1;1; ; ;1;2; ; ;1;1;1;1; ; ; ; ; ; ;2; ;2; ;2; ;26,2168543379435
7122508;3;1;3;2;2;3; ;1;1; ; ; ;2; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;16,7264447198819
7122511;3;1;3;2;1;3; ;1;1; ; ; ;1;1; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;20,5469884096585
7122512;5;1;5;2;1;6; ;1;1; ; ; ;2; ; ; ; ;1;2; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;28,7622382746475
7122515;3;1;3;1; ; ;1;1;1; ; ; ;1;1; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ;2; ;1;2;2; ;12,2772128895618
7122515;4;1;4;5;1;6; ;1;1; ; ; ;1;1; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2;1;2;12,2772128895618
7122517;4;1;4;2;1;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2; ; ; ; ; ; ; ; ;2; ;1;2;2; ;7,84359256206761
7122534;4;1;4;2;1;4; ;1;4; ; ; ;2; ; ; ; ;1;1; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;20,4453039211824
7122545;4;1;4;5;2;4; ;1;4; ; ; ;1;4; ; ; ;2; ;2;40;5; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2; ; ; ; ; ; ;2; ;2; ;2; ;8,92570999094213
7122547;6;1;6;1; ; ;1;1;3; ; ;5000;1;3; ; ;3000;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;12,8690430029976
7122549;3;1;3;1; ; ;3;1;3; ; ;4000;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2;2; ;20,4453039211824
7122560;3;1;3;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;3,72759001962619
7122562;3;1;3;2;2;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ;1;1; ; ;1;3;1;2;1;4; ; ; ; ; ; ; ; ;2; ;1;2;1;2;3,58325048801186
7122569;6;1;6;2;2;8; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;1; ; ;1;1; ; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;6,3154862993709
7122575;4;1;4;1; ; ;1;1;4; ; ; ;1;4; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;3,39912996227429
7122575;7;1;7;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;3,39912996227429
7122590;3;1;3;1; ; ;5;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ;1;2;1;2; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ;1;2;2; ;2; ;3,54960156509103
7122591;4;1;4;2;1;4; ;2; ; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;3;1;2;1;2;1;3; ; ;1;3;1;3; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1,68851342884475
7122598;8;1;8;2;1;4; ;1;4; ; ; ;1;4; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;3,22017081973564
7122599;4;1;4;2;1;4; ;2; ; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2,32043647084723
7122600;3;2;3;1; ; ;2;1;3; ; ;20000;1;3; ; ;8000;1;2; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;4,10006744198945
7122603;4;1;4;1; ; ;2;2; ; ; ; ;1;3; ; ;5000;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2;1;2;1;2;1;1;1;2; ; ; ; ;2; ;2; ;2; ;2,4338707688738
7122616;2;1;2;5;2;6; ;1;3; ; ;1500;1;3; ; ;1500;2; ;2;54;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;6,35905775330737
7122618;8;1;8;5;1;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1,38844294412871
7122624;3;1;3;1; ; ;1;1;3; ; ;10000;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;3; ; ;1;3;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;3,54960156509103
7122629;3;1;3;2;2;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;4,37952837423672
7122633;2;1;2;1; ; ;1;1;4; ; ; ;1;1; ; ; ;1;1; ; ; ; ; ; ;1;1; ; ;1;2; ; ;1;2;1;2; ; ; ; ;1;3; ; ; ; ;2; ;2; ;2; ;3,02093437696243
7122642;6;1;6;1; ; ;1;1;3; ; ;8000;1;3; ; ;8000;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2,96375997678284
7122642;8;1;8;1; ; ;2;1;3; ; ;5000;1;3; ; ;8000;1;7; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2;1;3;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2,96375997678284
7122642;9;1;9;1; ; ;2;1;3; ; ;5000;1;3; ; ;8000;1;7; ; ; ; ; ; ;1;2; ; ;1;3; ; ;1;3; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2,96375997678284
7122661;4;1;4;1; ; ;2;1;3; ; ;8000;1;3; ; ;8000;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2,63457350375728
7122673;4;1;4;2;1;8; ;1;4; ; ; ;2; ; ; ; ;1;2; ; ; ; ; ; ;1;1;1;2; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;11,2385842369942
7122689;4;1;4;1; ; ;2;1;3; ; ;20000;1;3; ; ;4000;2; ;2;21;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;1;2;2; ;19,8663486581587
7122701;3;1;3;5;2;2; ;1;4; ; ; ;1;4; ; ; ;2; ;2;49;2; ; ; ; ; ;1;2;1;2; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;1;2;16,0941761666798
7122706;2;1;2;1; ; ;2;1;3; ; ;5000;1;3; ; ;2000;1;1; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;16,3084788862186
7122706;3;1;3;2;2;5; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;16,3084788862186
7122713;6;1;6;5;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;11,3870559540985
7122715;6;1;6;2;2;4; ;1;1; ; ; ;1;1; ; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;31,8837566714757
7122728;3;1;3;2;1;6; ;1;4; ; ; ;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;3,09674124249702
7122734;3;1;3;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;1;2;1;2; ; ; ; ; ; ; ; ;2; ;1;2;2; ;12,9918671180918
7122737;3;1;3;5;1;5; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;4,58793816787596
7122754;5;1;5;1; ; ;2;1;1; ; ; ;1;1; ; ; ;2; ;2;32;4; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;7,97286594817789
7122755;2;1;2;1; ; ;2;1;3; ; ;5000;1;3; ; ;3000;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ;2; ;1;2;2; ;4,87181996218381
7122778;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;1;2;2; ;16,1957797504793
7122785;3;1;3;1; ; ;2;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;4; ; ;1;2; ; ;1;1;1;3;1;1;1;3; ; ; ; ; ; ;2; ;2; ;2; ;8,2222720109562
7122800;5;1;5;2;2;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;4,30091629425186
7122803;3;1;3;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;10,8619406279133
7122806;4;1;4;2;1;5; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;16,7734891396961
7122812;3;1;3;2;2;5; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ;1;2; ; ; ; ;1;3; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;17,2036651770075
7122812;4;1;4;2;2;6; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ;1;1; ; ; ; ;1;1; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;17,2036651770075
7122812;6;1;6;2;2;5; ;1;1; ; ; ;1;1; ; ; ;1;5; ; ; ; ; ; ; ; ; ; ;1;3; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;17,2036651770075
7122815;3;1;3;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;10,2842312386964
7122821;6;1;6;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;16,8664065452558
7122822;5;1;5;2;2;5; ;1;4; ; ; ;1;4; ; ; ;1;3; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1;1;1;2; ; ; ; ; ; ;2; ;2; ;1;2;12,2090258807177
7122832;3;1;3;8; ;1; ;1;4; ; ; ;1;4; ; ; ;2; ;2;18;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;2; ;2; ;2; ;358,57816171099
7122833;3;1;3;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;422,432905597123
7122837;3;1;3;2;9;8; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;275,366266455088
